Artikel;article_description;Bruttobetrag;Nettobetrag;Verkaufte_Stücke;Gewicht_verkauft;Durchschnittlicher_Preis;umsatz_tot;origin;year;date
A10135;Wähe;9;9;2;NA;4.5;0.42;23.11.csv;2016;23.11.2016
A10139;Zitronencake-Schnitte 100g verpackt;2.4;2.4;1;NA;2.4;0.11;23.11.csv;2016;23.11.2016
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.15;23.11.csv;2016;23.11.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.21;23.11.csv;2016;23.11.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.28;23.11.csv;2016;23.11.2016
A10417;Sandwich Softie;4;4;1;NA;4;0.18;23.11.csv;2016;23.11.2016
A10430;Bagel Sandwich Fisherman's Catch;16.5;16.5;3;NA;5.5;0.76;23.11.csv;2016;23.11.2016
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.18;23.11.csv;2016;23.11.2016
A10000;Catering;1;1;1;NA;1;0.05;24.11.csv;2016;24.11.2016
A10001;Favorite;804;804;103;NA;7.81;41.97;24.11.csv;2016;24.11.2016
A10002;Green;554;554;72;NA;7.69;28.92;24.11.csv;2016;24.11.2016
A10005;Menu Suppe;3;3;2;NA;1.5;0.16;24.11.csv;2016;24.11.2016
A10006;Menu Salat;6;6;4;NA;1.5;0.31;24.11.csv;2016;24.11.2016
A10014;Kitchen 4;168;168;13;NA;12.92;8.77;24.11.csv;2016;24.11.2016
A10040;Garden;307.6;307.6;38;13.292;23.14;16.06;24.11.csv;2016;24.11.2016
A10063;Frucht 1.00;1;1;1;NA;1;0.05;24.11.csv;2016;24.11.2016
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.18;24.11.csv;2016;24.11.2016
A10101;Ragusa-Gipfel;4.8;4.8;2;NA;2.4;0.25;24.11.csv;2016;24.11.2016
A10126;Apfel im Schlafrock;2.4;2.4;1;NA;2.4;0.13;24.11.csv;2016;24.11.2016
A10130;Vanillekreuz;2.4;2.4;1;NA;2.4;0.13;24.11.csv;2016;24.11.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.23;24.11.csv;2016;24.11.2016
A10139;Zitronencake-Schnitte 100g verpackt;2.4;2.4;1;NA;2.4;0.13;24.11.csv;2016;24.11.2016
A10200;Birchermüesli Classic;6.4;6.4;2;NA;3.2;0.33;24.11.csv;2016;24.11.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.23;24.11.csv;2016;24.11.2016
A10415;Sandwich Turkey;5.5;5.5;1;NA;5.5;0.29;24.11.csv;2016;24.11.2016
A10416;Sandwich Ticinese;12;12;2;NA;6;0.63;24.11.csv;2016;24.11.2016
A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;NA;5.5;0.29;24.11.csv;2016;24.11.2016
A10451;Sandwich Bauette;5;5;1;NA;5;0.26;24.11.csv;2016;24.11.2016
A10452;Crispy Chicken;12;12;2;NA;6;0.63;24.11.csv;2016;24.11.2016
A10001;Favorite;947;947;127;NA;7.46;55.05;25.11.csv;2016;25.11.2016
A10002;Green;460;460;61;NA;7.54;26.74;25.11.csv;2016;25.11.2016
A100039;Portion Pommes;5.5;5.5;1;NA;5.5;0.32;25.11.csv;2016;25.11.2016
A10005;Menu Suppe;3;3;2;NA;1.5;0.17;25.11.csv;2016;25.11.2016
A10006;Menu Salat;7.5;7.5;5;NA;1.5;0.44;25.11.csv;2016;25.11.2016
A10007;Senf Mayo Ketschup;2;2;4;NA;0.5;0.12;25.11.csv;2016;25.11.2016
A10040;Garden;249.8;249.8;33;10.802;23.13;14.52;25.11.csv;2016;25.11.2016
A10063;Frucht 1.00;1;1;1;NA;1;0.06;25.11.csv;2016;25.11.2016
A10073;Saisonfrüchte geschnitten;7;7;2;NA;3.5;0.41;25.11.csv;2016;25.11.2016
A10119;Studentenschnitte;2.4;2.4;1;NA;2.4;0.14;25.11.csv;2016;25.11.2016
A10128;Aprikosenjalousie;4.8;4.8;2;NA;2.4;0.28;25.11.csv;2016;25.11.2016
A10144;Trockengebäck 100g verpackt;2.2;2.2;1;NA;2.2;0.13;25.11.csv;2016;25.11.2016
A10161;Muffin gross;3;3;1;NA;3;0.17;25.11.csv;2016;25.11.2016
A10200;Birchermüesli Classic;10.1;10.1;3;NA;3.37;0.59;25.11.csv;2016;25.11.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.26;25.11.csv;2016;25.11.2016
A10451;Sandwich Bauette;10.5;10.5;2;NA;5.25;0.61;25.11.csv;2016;25.11.2016
A10000;Catering;10;10;2;NA;5;0.48;28.11.csv;2016;28.11.2016
A10001;Favorite;837;837;106;NA;7.9;40.22;28.11.csv;2016;28.11.2016
A10002;Green;578;578;73;NA;7.92;27.77;28.11.csv;2016;28.11.2016
A10005;Menu Suppe;3;3;2;NA;1.5;0.14;28.11.csv;2016;28.11.2016
A10006;Menu Salat;15;15;10;NA;1.5;0.72;28.11.csv;2016;28.11.2016
A10007;Senf Mayo Ketschup;1.5;1.5;3;NA;0.5;0.07;28.11.csv;2016;28.11.2016
A10014;Kitchen 4;341;341;26;NA;13.12;16.38;28.11.csv;2016;28.11.2016
A10040;Garden;232.8;232.8;29;10.118;23.01;11.19;28.11.csv;2016;28.11.2016
A10063;Frucht 1.00;6;6;6;NA;1;0.29;28.11.csv;2016;28.11.2016
A10130;Vanillekreuz;4.8;4.8;2;NA;2.4;0.23;28.11.csv;2016;28.11.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.22;28.11.csv;2016;28.11.2016
A10136;Muffin;2.5;2.5;1;NA;2.5;0.12;28.11.csv;2016;28.11.2016
A10139;Zitronencake-Schnitte 100g verpackt;5.8;5.8;2;NA;2.9;0.28;28.11.csv;2016;28.11.2016
A10144;Trockengebäck 100g verpackt;2.2;2.2;1;NA;2.2;0.11;28.11.csv;2016;28.11.2016
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.15;28.11.csv;2016;28.11.2016
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.26;28.11.csv;2016;28.11.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.22;28.11.csv;2016;28.11.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.29;28.11.csv;2016;28.11.2016
A10425;Sandwich Italien;18;18;3;NA;6;0.86;28.11.csv;2016;28.11.2016
A10000;Catering;42;42;1;NA;42;1.67;29.11.csv;2016;29.11.2016
A10001;Favorite;977;977;123;NA;7.94;38.77;29.11.csv;2016;29.11.2016
A10002;Green;707;707;92;NA;7.68;28.06;29.11.csv;2016;29.11.2016
A10004;Brot Stück;0.6;0.6;2;NA;0.3;0.02;29.11.csv;2016;29.11.2016
A10005;Menu Suppe;3;3;2;NA;1.5;0.12;29.11.csv;2016;29.11.2016
A10006;Menu Salat;17;17;10;NA;1.7;0.67;29.11.csv;2016;29.11.2016
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.02;29.11.csv;2016;29.11.2016
A10012;Kitchen 2;199;199;19;NA;10.47;7.9;29.11.csv;2016;29.11.2016
A10040;Garden;473.9;473.9;58;20.562;23.05;18.81;29.11.csv;2016;29.11.2016
A10063;Frucht 1.00;2;2;2;NA;1;0.08;29.11.csv;2016;29.11.2016
A10120;Mandelbrezel;5.3;5.3;2;NA;2.65;0.21;29.11.csv;2016;29.11.2016
A10123;Russenzöpfli;7.7;7.7;3;NA;2.57;0.31;29.11.csv;2016;29.11.2016
A10126;Apfel im Schlafrock;5.3;5.3;2;NA;2.65;0.21;29.11.csv;2016;29.11.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.18;29.11.csv;2016;29.11.2016
A10148;Fruchttörtli;4.8;4.8;2;NA;2.4;0.19;29.11.csv;2016;29.11.2016
A10200;Birchermüesli Classic;9.6;9.6;3;NA;3.2;0.38;29.11.csv;2016;29.11.2016
A10409;Sandwich Appenzell;11;11;2;NA;5.5;0.44;29.11.csv;2016;29.11.2016
A10413;Sandwich Start Your Day;13.5;13.5;3;NA;4.5;0.54;29.11.csv;2016;29.11.2016
A10415;Sandwich Turkey;11;11;2;NA;5.5;0.44;29.11.csv;2016;29.11.2016
A10417;Sandwich Softie;8;8;2;NA;4;0.32;29.11.csv;2016;29.11.2016
A10450;Sandwich Laugenkaiser;12;12;3;NA;4;0.48;29.11.csv;2016;29.11.2016
A10451;Sandwich Bauette;5;5;1;NA;5;0.2;29.11.csv;2016;29.11.2016
A10000;Catering;10;10;2;NA;5;0.15;30.11.csv;2016;30.11.2016
A10001;Favorite;5445;5445;623;NA;8.74;83.4;30.11.csv;2016;30.11.2016
A10002;Green;311;311;41;NA;7.59;4.76;30.11.csv;2016;30.11.2016
A100039;Portion Pommes;5.5;5.5;1;NA;5.5;0.08;30.11.csv;2016;30.11.2016
A10004;Brot Stück;0.6;0.6;2;NA;0.3;0.01;30.11.csv;2016;30.11.2016
A10005;Menu Suppe;9.5;9.5;5;NA;1.9;0.15;30.11.csv;2016;30.11.2016
A10006;Menu Salat;23.5;23.5;15;NA;1.57;0.36;30.11.csv;2016;30.11.2016
A10014;Kitchen 4;400;400;31;NA;12.9;6.13;30.11.csv;2016;30.11.2016
A10040;Garden;270.6;270.6;37;11.718;23.09;4.14;30.11.csv;2016;30.11.2016
A10063;Frucht 1.00;4;4;4;NA;1;0.06;30.11.csv;2016;30.11.2016
A10072;Schichtjoghurt;3;3;1;NA;3;0.05;30.11.csv;2016;30.11.2016
A10121;Mandelschnecke;2.4;2.4;1;NA;2.4;0.04;30.11.csv;2016;30.11.2016
A10128;Aprikosenjalousie;2.4;2.4;1;NA;2.4;0.04;30.11.csv;2016;30.11.2016
A10135;Wähe;9.5;9.5;2;NA;4.75;0.15;30.11.csv;2016;30.11.2016
A10136;Muffin;2.5;2.5;1;NA;2.5;0.04;30.11.csv;2016;30.11.2016
A10200;Birchermüesli Classic;6.4;6.4;2;NA;3.2;0.1;30.11.csv;2016;30.11.2016
A10409;Sandwich Appenzell;17.5;17.5;3;NA;5.83;0.27;30.11.csv;2016;30.11.2016
A10451;Sandwich Bauette;5;5;1;NA;5;0.08;30.11.csv;2016;30.11.2016
A10000;Catering;11;11;2;NA;5.5;0.53;01.12.csv;2016;01.12.2016
A10001;Favorite;918;918;113;NA;8.12;44.48;01.12.csv;2016;01.12.2016
A10002;Green;630;630;83;NA;7.59;30.52;01.12.csv;2016;01.12.2016
A10005;Menu Suppe;3;3;2;NA;1.5;0.15;01.12.csv;2016;01.12.2016
A10006;Menu Salat;27;27;18;NA;1.5;1.31;01.12.csv;2016;01.12.2016
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.02;01.12.csv;2016;01.12.2016
A10014;Kitchen 4;131;131;10;NA;13.1;6.35;01.12.csv;2016;01.12.2016
A10040;Garden;283.2;283.2;32;12.26;23.1;13.72;01.12.csv;2016;01.12.2016
A10063;Frucht 1.00;3;3;3;NA;1;0.15;01.12.csv;2016;01.12.2016
A10072;Schichtjoghurt;7;7;2;NA;3.5;0.34;01.12.csv;2016;01.12.2016
A10101;Ragusa-Gipfel;2.9;2.9;1;NA;2.9;0.14;01.12.csv;2016;01.12.2016
A10108;Laugenbrezel mit Butter;4.6;4.6;2;NA;2.3;0.22;01.12.csv;2016;01.12.2016
A10121;Mandelschnecke;2.4;2.4;1;NA;2.4;0.12;01.12.csv;2016;01.12.2016
A10130;Vanillekreuz;2.4;2.4;1;NA;2.4;0.12;01.12.csv;2016;01.12.2016
A10148;Fruchttörtli;2.4;2.4;1;NA;2.4;0.12;01.12.csv;2016;01.12.2016
A10410;Sandwich Milano;4;4;1;NA;4;0.19;01.12.csv;2016;01.12.2016
A10411;Sandwich Power Ham;4;4;1;NA;4;0.19;01.12.csv;2016;01.12.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.22;01.12.csv;2016;01.12.2016
A10415;Sandwich Turkey;5.5;5.5;1;NA;5.5;0.27;01.12.csv;2016;01.12.2016
A10417;Sandwich Softie;8;8;2;NA;4;0.39;01.12.csv;2016;01.12.2016
A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;NA;5.5;0.27;01.12.csv;2016;01.12.2016
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.19;01.12.csv;2016;01.12.2016
A10000;Catering;16.7;16.7;1;NA;16.7;0.89;02.12.csv;2016;02.12.2016
A10001;Favorite;815;815;109;NA;7.48;43.44;02.12.csv;2016;02.12.2016
A10002;Green;669;669;90;NA;7.43;35.66;02.12.csv;2016;02.12.2016
A10005;Menu Suppe;6;6;4;NA;1.5;0.32;02.12.csv;2016;02.12.2016
A10006;Menu Salat;16;16;10;NA;1.6;0.85;02.12.csv;2016;02.12.2016
A10012;Kitchen 2;78;78;7;NA;11.14;4.16;02.12.csv;2016;02.12.2016
A10040;Garden;228;228;29;9.808;23.25;12.15;02.12.csv;2016;02.12.2016
A10063;Frucht 1.00;2;2;2;NA;1;0.11;02.12.csv;2016;02.12.2016
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.19;02.12.csv;2016;02.12.2016
A10108;Laugenbrezel mit Butter;2.4;2.4;1;NA;2.4;0.13;02.12.csv;2016;02.12.2016
A10112;Maisbrötli;1.7;1.7;1;NA;1.7;0.09;02.12.csv;2016;02.12.2016
A10200;Birchermüesli Classic;6.4;6.4;2;NA;3.2;0.34;02.12.csv;2016;02.12.2016
A10411;Sandwich Power Ham;4;4;1;NA;4;0.21;02.12.csv;2016;02.12.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.24;02.12.csv;2016;02.12.2016
A10450;Sandwich Laugenkaiser;8;8;2;NA;4;0.43;02.12.csv;2016;02.12.2016
A10451;Sandwich Bauette;15;15;3;NA;5;0.8;02.12.csv;2016;02.12.2016
A10000;Catering;270;270;36;NA;7.5;11.46;05.12.csv;2016;05.12.2016
A10001;Favorite;819;819;106;NA;7.73;34.77;05.12.csv;2016;05.12.2016
A10002;Green;485;485;65;NA;7.46;20.59;05.12.csv;2016;05.12.2016
A10004;Brot Stück;0.6;0.6;2;NA;0.3;0.03;05.12.csv;2016;05.12.2016
A10005;Menu Suppe;11.5;11.5;7;NA;1.64;0.49;05.12.csv;2016;05.12.2016
A10006;Menu Salat;3;3;2;NA;1.5;0.13;05.12.csv;2016;05.12.2016
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.02;05.12.csv;2016;05.12.2016
A10012;Kitchen 2;164;164;15;NA;10.93;6.96;05.12.csv;2016;05.12.2016
A10014;Kitchen 4;254;254;18;NA;14.11;10.78;05.12.csv;2016;05.12.2016
A10040;Garden;279.8;279.8;35;12.066;23.19;11.88;05.12.csv;2016;05.12.2016
A10063;Frucht 1.00;1;1;1;NA;1;0.04;05.12.csv;2016;05.12.2016
A10101;Ragusa-Gipfel;2.4;2.4;1;NA;2.4;0.1;05.12.csv;2016;05.12.2016
A10102;Mandelgipfel;2.4;2.4;1;NA;2.4;0.1;05.12.csv;2016;05.12.2016
A10103;Vanille-Gipfel;2.4;2.4;1;NA;2.4;0.1;05.12.csv;2016;05.12.2016
A10114;Fitnessbrötli;2.2;2.2;1;NA;2.2;0.09;05.12.csv;2016;05.12.2016
A10121;Mandelschnecke;4.8;4.8;2;NA;2.4;0.2;05.12.csv;2016;05.12.2016
A10123;Russenzöpfli;2.4;2.4;1;NA;2.4;0.1;05.12.csv;2016;05.12.2016
A10128;Aprikosenjalousie;2.9;2.9;1;NA;2.9;0.12;05.12.csv;2016;05.12.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.19;05.12.csv;2016;05.12.2016
A10200;Birchermüesli Classic;6.4;6.4;2;NA;3.2;0.27;05.12.csv;2016;05.12.2016
A10410;Sandwich Milano;12.5;12.5;3;NA;4.17;0.53;05.12.csv;2016;05.12.2016
A10411;Sandwich Power Ham;4;4;1;NA;4;0.17;05.12.csv;2016;05.12.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.19;05.12.csv;2016;05.12.2016
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.17;05.12.csv;2016;05.12.2016
A10451;Sandwich Bauette;5.5;5.5;1;NA;5.5;0.23;05.12.csv;2016;05.12.2016
A10452;Crispy Chicken;6;6;1;NA;6;0.25;05.12.csv;2016;05.12.2016
A10000;Catering;51.3;51.3;7;NA;7.33;2.39;06.12.csv;2016;06.12.2016
A10001;Favorite;877;877;112;NA;7.83;40.85;06.12.csv;2016;06.12.2016
A10002;Green;666;666;88;NA;7.57;31.02;06.12.csv;2016;06.12.2016
A10005;Menu Suppe;9;9;6;NA;1.5;0.42;06.12.csv;2016;06.12.2016
A10006;Menu Salat;25.5;25.5;17;NA;1.5;1.19;06.12.csv;2016;06.12.2016
A10007;Senf Mayo Ketschup;1;1;2;NA;0.5;0.05;06.12.csv;2016;06.12.2016
A10013;Kitchen 3;210;210;18;NA;11.67;9.78;06.12.csv;2016;06.12.2016
A10040;Garden;254.3;254.3;31;11.056;23;11.84;06.12.csv;2016;06.12.2016
A10063;Frucht 1.00;4;4;4;NA;1;0.19;06.12.csv;2016;06.12.2016
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.16;06.12.csv;2016;06.12.2016
A10101;Ragusa-Gipfel;2.4;2.4;1;NA;2.4;0.11;06.12.csv;2016;06.12.2016
A10112;Maisbrötli;3.8;3.8;2;NA;1.9;0.18;06.12.csv;2016;06.12.2016
A10114;Fitnessbrötli;2.2;2.2;1;NA;2.2;0.1;06.12.csv;2016;06.12.2016
A10119;Studentenschnitte;2.4;2.4;1;NA;2.4;0.11;06.12.csv;2016;06.12.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.21;06.12.csv;2016;06.12.2016
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.15;06.12.csv;2016;06.12.2016
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.26;06.12.csv;2016;06.12.2016
A10410;Sandwich Milano;4.5;4.5;1;NA;4.5;0.21;06.12.csv;2016;06.12.2016
A10413;Sandwich Start Your Day;9;9;2;NA;4.5;0.42;06.12.csv;2016;06.12.2016
A10450;Sandwich Laugenkaiser;8;8;2;NA;4;0.37;06.12.csv;2016;06.12.2016
A10000;Catering;5;5;1;NA;5;0.22;07.12.csv;2016;07.12.2016
A10001;Favorite;1150;1150;148;NA;7.77;51.06;07.12.csv;2016;07.12.2016
A10002;Green;486;486;63;NA;7.71;21.58;07.12.csv;2016;07.12.2016
A10005;Menu Suppe;14;14;8;NA;1.75;0.62;07.12.csv;2016;07.12.2016
A10006;Menu Salat;1.5;1.5;1;NA;1.5;0.07;07.12.csv;2016;07.12.2016
A10014;Kitchen 4;115;115;9;NA;12.78;5.11;07.12.csv;2016;07.12.2016
A10040;Garden;400;400;50;17.252;23.19;17.76;07.12.csv;2016;07.12.2016
A10063;Frucht 1.00;1;1;1;NA;1;0.04;07.12.csv;2016;07.12.2016
A10072;Schichtjoghurt;3;3;1;NA;3;0.13;07.12.csv;2016;07.12.2016
A10073;Saisonfrüchte geschnitten;4;4;1;NA;4;0.18;07.12.csv;2016;07.12.2016
A10121;Mandelschnecke;4.8;4.8;2;NA;2.4;0.21;07.12.csv;2016;07.12.2016
A10128;Aprikosenjalousie;2.4;2.4;1;NA;2.4;0.11;07.12.csv;2016;07.12.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.2;07.12.csv;2016;07.12.2016
A10148;Fruchttörtli;2.9;2.9;1;NA;2.9;0.13;07.12.csv;2016;07.12.2016
A10200;Birchermüesli Classic;6.4;6.4;2;NA;3.2;0.28;07.12.csv;2016;07.12.2016
A10201;Birchermüesli Saisonal;4.9;4.9;1;NA;4.9;0.22;07.12.csv;2016;07.12.2016
A10409;Sandwich Appenzell;11;11;2;NA;5.5;0.49;07.12.csv;2016;07.12.2016
A10410;Sandwich Milano;4.5;4.5;1;NA;4.5;0.2;07.12.csv;2016;07.12.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.2;07.12.csv;2016;07.12.2016
A10415;Sandwich Turkey;5.5;5.5;1;NA;5.5;0.24;07.12.csv;2016;07.12.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.27;07.12.csv;2016;07.12.2016
A10452;Crispy Chicken;6;6;1;NA;6;0.27;07.12.csv;2016;07.12.2016
L19000;Brotwaren offen;9.5;9.5;3;NA;3.17;0.42;07.12.csv;2016;07.12.2016
A10000;Catering;2.5;2.5;1;NA;2.5;0.1;08.12.csv;2016;08.12.2016
A10001;Favorite;1201;1201;138;NA;8.7;46.9;08.12.csv;2016;08.12.2016
A10002;Green;546;546;71;NA;7.69;21.32;08.12.csv;2016;08.12.2016
A10005;Menu Suppe;7;7;4;NA;1.75;0.27;08.12.csv;2016;08.12.2016
A10006;Menu Salat;14.5;14.5;9;NA;1.61;0.57;08.12.csv;2016;08.12.2016
A10014;Kitchen 4;413;413;31;NA;13.32;16.13;08.12.csv;2016;08.12.2016
A10040;Garden;310.8;310.8;42;13.464;23.08;12.14;08.12.csv;2016;08.12.2016
A10063;Frucht 1.00;1;1;1;NA;1;0.04;08.12.csv;2016;08.12.2016
A10108;Laugenbrezel mit Butter;4.4;4.4;2;NA;2.2;0.17;08.12.csv;2016;08.12.2016
A10123;Russenzöpfli;2.4;2.4;1;NA;2.4;0.09;08.12.csv;2016;08.12.2016
A10135;Wähe;9;9;2;NA;4.5;0.35;08.12.csv;2016;08.12.2016
A10139;Zitronencake-Schnitte 100g verpackt;4.8;4.8;2;NA;2.4;0.19;08.12.csv;2016;08.12.2016
A10409;Sandwich Appenzell;11;11;2;NA;5.5;0.43;08.12.csv;2016;08.12.2016
A10410;Sandwich Milano;4;4;1;NA;4;0.16;08.12.csv;2016;08.12.2016
A10411;Sandwich Power Ham;4;4;1;NA;4;0.16;08.12.csv;2016;08.12.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.18;08.12.csv;2016;08.12.2016
A10415;Sandwich Turkey;5.5;5.5;1;NA;5.5;0.21;08.12.csv;2016;08.12.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.23;08.12.csv;2016;08.12.2016
A10452;Crispy Chicken;6;6;1;NA;6;0.23;08.12.csv;2016;08.12.2016
L19000;Brotwaren offen;3.5;3.5;1;NA;3.5;0.14;08.12.csv;2016;08.12.2016
A10000;Catering;6;6;1;NA;6;0.3;09.12.csv;2016;09.12.2016
A10001;Favorite;923;923;118;NA;7.82;46.8;09.12.csv;2016;09.12.2016
A10002;Green;560;560;75;NA;7.47;28.39;09.12.csv;2016;09.12.2016
A10004;Brot Stück;0.6;0.6;2;NA;0.3;0.03;09.12.csv;2016;09.12.2016
A10005;Menu Suppe;15.5;15.5;9;NA;1.72;0.79;09.12.csv;2016;09.12.2016
A10006;Menu Salat;15;15;10;NA;1.5;0.76;09.12.csv;2016;09.12.2016
A10012;Kitchen 2;190;190;18;NA;10.56;9.63;09.12.csv;2016;09.12.2016
A10014;Kitchen 4;13;13;1;NA;13;0.66;09.12.csv;2016;09.12.2016
A10040;Garden;214.5;214.5;29;9.18;23.37;10.88;09.12.csv;2016;09.12.2016
A10063;Frucht 1.00;1;1;1;NA;1;0.05;09.12.csv;2016;09.12.2016
A10072;Schichtjoghurt;6;6;2;NA;3;0.3;09.12.csv;2016;09.12.2016
A10120;Mandelbrezel;2.4;2.4;1;NA;2.4;0.12;09.12.csv;2016;09.12.2016
A10122;Nussbrille;2.4;2.4;1;NA;2.4;0.12;09.12.csv;2016;09.12.2016
A10130;Vanillekreuz;4.8;4.8;2;NA;2.4;0.24;09.12.csv;2016;09.12.2016
A10200;Birchermüesli Classic;10.1;10.1;3;NA;3.37;0.51;09.12.csv;2016;09.12.2016
A10411;Sandwich Power Ham;4;4;1;NA;4;0.2;09.12.csv;2016;09.12.2016
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.2;09.12.csv;2016;09.12.2016
A10000;Catering;15;15;2;NA;7.5;0.71;12.12.csv;2016;12.12.2016
A10001;Favorite;910;910;117;NA;7.78;42.92;12.12.csv;2016;12.12.2016
A10002;Green;561;561;76;NA;7.38;26.46;12.12.csv;2016;12.12.2016
A10005;Menu Suppe;10.5;10.5;7;NA;1.5;0.5;12.12.csv;2016;12.12.2016
A10006;Menu Salat;31;31;20;NA;1.55;1.46;12.12.csv;2016;12.12.2016
A10007;Senf Mayo Ketschup;1.5;1.5;3;NA;0.5;0.07;12.12.csv;2016;12.12.2016
A10012;Kitchen 2;196;196;17;NA;11.53;9.24;12.12.csv;2016;12.12.2016
A10040;Garden;315.8;315.8;40;13.642;23.15;14.89;12.12.csv;2016;12.12.2016
A10063;Frucht 1.00;2;2;2;NA;1;0.09;12.12.csv;2016;12.12.2016
A10108;Laugenbrezel mit Butter;4.4;4.4;2;NA;2.2;0.21;12.12.csv;2016;12.12.2016
A10119;Studentenschnitte;2.4;2.4;1;NA;2.4;0.11;12.12.csv;2016;12.12.2016
A10126;Apfel im Schlafrock;2.4;2.4;1;NA;2.4;0.11;12.12.csv;2016;12.12.2016
A10139;Zitronencake-Schnitte 100g verpackt;2.4;2.4;1;NA;2.4;0.11;12.12.csv;2016;12.12.2016
A10144;Trockengebäck 100g verpackt;2.2;2.2;1;NA;2.2;0.1;12.12.csv;2016;12.12.2016
A10148;Fruchttörtli;5.3;5.3;2;NA;2.65;0.25;12.12.csv;2016;12.12.2016
A10162;Bienenstich;2.4;2.4;1;NA;2.4;0.11;12.12.csv;2016;12.12.2016
A10200;Birchermüesli Classic;10.6;10.6;3;NA;3.53;0.5;12.12.csv;2016;12.12.2016
A10410;Sandwich Milano;4;4;1;NA;4;0.19;12.12.csv;2016;12.12.2016
A10411;Sandwich Power Ham;4;4;1;NA;4;0.19;12.12.csv;2016;12.12.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.21;12.12.csv;2016;12.12.2016
A10415;Sandwich Turkey;11;11;2;NA;5.5;0.52;12.12.csv;2016;12.12.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.28;12.12.csv;2016;12.12.2016
A10417;Sandwich Softie;4;4;1;NA;4;0.19;12.12.csv;2016;12.12.2016
A10425;Sandwich Italien;6;6;1;NA;6;0.28;12.12.csv;2016;12.12.2016
A10452;Crispy Chicken;6;6;1;NA;6;0.28;12.12.csv;2016;12.12.2016
A10001;Favorite;1111;1111;144;NA;7.72;43.45;13.12.csv;2016;13.12.2016
A10002;Green;797;797;107;NA;7.45;31.17;13.12.csv;2016;13.12.2016
A10004;Brot Stück;0.3;0.3;1;NA;0.3;0.01;13.12.csv;2016;13.12.2016
A10005;Menu Suppe;8.5;8.5;5;NA;1.7;0.33;13.12.csv;2016;13.12.2016
A10006;Menu Salat;73;73;48;NA;1.52;2.85;13.12.csv;2016;13.12.2016
A10014;Kitchen 4;101;101;8;NA;12.63;3.95;13.12.csv;2016;13.12.2016
A10040;Garden;381.7;381.7;50;16.468;23.18;14.93;13.12.csv;2016;13.12.2016
A10072;Schichtjoghurt;6;6;2;NA;3;0.23;13.12.csv;2016;13.12.2016
A10101;Ragusa-Gipfel;2.4;2.4;1;NA;2.4;0.09;13.12.csv;2016;13.12.2016
A10128;Aprikosenjalousie;2.4;2.4;1;NA;2.4;0.09;13.12.csv;2016;13.12.2016
A10129;Aprikosen-Bögli;2.9;2.9;1;NA;2.9;0.11;13.12.csv;2016;13.12.2016
A10139;Zitronencake-Schnitte 100g verpackt;9.6;9.6;4;NA;2.4;0.38;13.12.csv;2016;13.12.2016
A10144;Trockengebäck 100g verpackt;2.2;2.2;1;NA;2.2;0.09;13.12.csv;2016;13.12.2016
